title,ingredients,url
Chili con carne kjøttboller,600 gr Kjøttdeig av storfe; 1 stk Løk; 1 stk Egg; 5 ss Melk; 1 neve Frisk koriander; 2 ts Malt paprika; 2 ts Malt spisskummen; 2 ts Tørket oregano; 50 gr Brødsmuler; 1 boks Sorte bønner; 1 stk Rød paprika; 1 stk Rød chili; 2 fedd Hvitløk; 2 ts Malt paprika; 2 ts Malt spisskummen; 2 ts Tørket oregano; 2 boks Hakkede tomater; 200 gr Revet ost; 0.5 dl Olivenolje; 1 klype Salt og pepper; 1 neve Frisk koriander; 1 pose Nachos; 1 dl Rømme; 1 pose Ris  (valgfritt),https://www.rema.no/oppskrifter/kjottdeig/chili-con-carne-kjottboller/
Krabbekaker med søt chilisaus,"300 gr Laksefilet, skinn- og benfri; 1 stk Egg; 0.5 dl Fløte; 1 stk Chili, finhakket; 1 ss Estragon, tørket; 3 stk Krabbeskjell  (med renset krabbekjøtt); 2 ts Salt; 1 klype Kvernet sort pepper; 0.5 dl Solsikkeolje; 0.5 dl Mild rød chili; 2 ss Hvitløk, hakket; 1 ss Fish sauce; 2 ss Oyster sauce; 1 ts Maizena; 1 dl Vann; 2 ss Honning; 2 ss Sukker",https://www.rema.no/oppskrifter/skalldyr/krabbe/krabbekaker-med-sot-chilisaus/
"Chilidressing med hvitløk, olje og sitron",4 stk Rød chili; 2 fedd Hvitløk; 1 dl Olivenolje; 1 stk Sitron; 1 klype Salt,https://www.rema.no/oppskrifter/saus-dressing-og-dipp/chilidressing-med-hvitlok-olje-og-sitron/
Grillspyd med biff og løk,600 gr Biffkjøtt; 2 stk Løk; 1 stk Gul paprika; 1 stk Rød paprika; 2 ss Olivenolje; 1 klype Salt og pepper,https://www.rema.no/oppskrifter/grillmat/biff-pa-grillen/grillspyd-med-biff-og-lok/
Tortillas med ribbe og syltet rødløk,"500 gr Stekt ribbe; 4 fedd Hvitløk; 2 ss Ingefær, revet; 1 ts Cayennepepper; 1 ss Spisskummen, malt; 2 stk Tomater, hakket; 2 dl Eplemost; 2 dl Brun saus; 8 stk Tortillas; 3 ss Solsikkeolje; 1 ts Salt; 200 gr Rødløk; 0.5 dl Sitronsaft; 0.5 dl Sukker; 0.5 ts Salt; 200 gr Tomater; 1 stk Rødløk, hakket; 1 fedd Hvitløk, hakket; 1 stk Chili, hakket; 1 ss Ingefær, revet; 2 ss Limesaft; 0.5 potte Koriander; 1 stk Avokado; 1 ss Sukker; 2 ss Olivenolje; 1 ts Salt",https://www.rema.no/oppskrifter/svin/ribbe/tortillas-med-ribbe-og-syltet-rodlok/
Grønnsaksstek med brokkolisalat,300 gr Gulrøtter; 300 gr Pastinakk; 300 gr Sellerirot; 0.5 Glass soltørkede tomater i olje  (hell av oljen og bruk den brokkolisalaten); 2 ss Maizena; 1 potte Basilikum; 1 Pakke butterdeig; 2 stk Eggeplommer; 0.5 dl Sesamfrø; 1 dl Olivenolje; 1 ts Salt; 1 ts Kvernet sort pepper; 0.5 dl Vann; 2 dl Tørkede tranebær; 1 dl Klementinsaft; 1 stk Brokkoli; 0.5 dl Olivenolje; 1 klype Salt; 1 klype Pepper; 1 stk Sjalottløk; 2 fedd Hvitløk; 200 gr Sjampinjong eller annen sopp; 1 ss Hakket timian; 3 dl Fløte; 1 ss Sitronsaft; 0.5 ts Maizena; 2 ss Olivenolje; 1 klype Salt; 1 klype Pepper,https://www.rema.no/oppskrifter/gronnsaker/gronnsaksstek-med-brokkolisalat/
Eggemuffins med potet og skinke,1 dl Melk; 2 ss Maisstivelse; 1 dl Kremfløte; 8 stk Egg; 1 klype Hvit pepper; 1 ts Salt; 1 ss Smør  (til å smøre muffinsformene); 300 gr Kokte poteter; 100 gr Skinketerninger; 100 gr Revet ost,https://www.rema.no/oppskrifter/egg/eggemuffins-med-potet-og-skinke/
Salat med biff og urtedressing,"600 gr Indrefilet (eventuelt ytrefilet) av okse; 1 pk Asparges; 500 gr Småpoteter, delt i fire; 4 stk Reddiker, i tynne skiver; 1 pose Blandet salat; 3 ss Olje; 1 klype Salt og pepper; 1 ts Sitronsaft; 2 dl Rømme; 4 ss Ferske urter, hakket (f.eks. persille, basilikum el. oregano); 2 ts Olivenolje",https://www.rema.no/oppskrifter/biff/indrefilet/salat-med-biff-og-urtedressing/
Rekesalat med dill,"200 gr Rensede reker; 1 dl Majones; 1 dl Seterrømme; 0.5 dl Rødløk, hakket; 0.5 dl Fersk dill, hakket; 1 ss Sitronssaft; 0.5 ts Sukker; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/skalldyr/reker/rekesalat-med-dill/
Enkel bærkake: Laget i bolle,1 pk Sukkerbrød; 500 gr Jordbær; 150 gr Mandler  (hakket); 2 stk Bananer; 6 dl Fløte; 1 dl Vaniljesukker; 150 gr Sukker; 500 gr Friske bær; 3 neve Sitronmelisse  (eller mynteblader),https://www.rema.no/oppskrifter/dessert-og-bakst/frukt-og-baer/enkel-barkakebolle/
"Risvafler med egg, bacon og avokado",1 dl Ferdigkokt ris; 1 dl Hvetemel; 0.5 ts Bakepulver; 2 dl Melk; 0.25 ts Flaksalt; 1 stk Egg; 50 gr Smeltet smør; 2 stk Avokado; 1 pk Bacon; 4 stk Egg,https://www.rema.no/oppskrifter/bakst/vafler/risvafler-med-egg-bacon-og-avokado/
NATURLI cheeseburger,1 pk NATURLI’ burger; 2 stk Burgerbrød; 50 gr Cheddar; 50 gr Rødløk; 1 klype Salt og pepper; 2 ss Grovkvornet sennep; 4 ss Majones; 10 gr Sylteagurk (kuttet); 1 ts Kapers,https://www.rema.no/oppskrifter/grillmat/hamburgere-og-polser-pa-grillen/naturli-cheeseburger/
Kyllingwok med cashew,1 pose Klassisk wokblanding; 200 gr Kyllingfilet i strimler; 100 gr Cashewnøtter; 250 gr Eggnudler REMA 1000; 1 ss Olje til steking; 0.5 dl Vann; 2 ts Soyasaus; 1 ts Ingefær; 1 fedd Hvitløk,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/kyllingwok-med-cashew/
Svinewok med asiatiske grønnsaker,"4 stk Svinekoteletter; 1 pose Woksaus; 1 pose Asiatisk Wok; 200 gr Hurtigris; 1 ss Ingefær, finrevet; 1 klype Salt og pepper; 1 ss Olje til steking; 1 klype Koriander; 1 stk Chili; 50 gr Peanøtter",https://www.rema.no/oppskrifter/svin/koteletter/svinewok-med-asiatiske-gronnsaker/
Svinemedaljonger med reddiksalat,"500 gr Ytrefilet av svin, naturell; 1 klype Salt og pepper; 3 ss Olje; 2 ss Soyasaus; 0.5 dl Vann; 350 gr Frosne erter; 100 gr Fetaost; 1 klype Mynte, blader; 1 pose Reddiker, i skiver; 1 stk Agurk; 2 ss Extra Virgin Olivenolje REMA 1000; 1 ts Sitronsaft",https://www.rema.no/oppskrifter/svin/svinestek/svinemedaljonger-med-reddiksalat/
Pasta med pesto,400 gr Tørr pasta  (valgfri); 160 gr Pesto; 60 gr Pinjekjerner; 1 neve Basilikumblader; 3 ts Extra virgin olivenolje; 1 klype Salt og pepper; 1 dl Ristede pinjekjerner; 2 ss Sitronsaft; 1 fedd Hvitløk; 1 potte Basilikum; 0.5 dl Revet parmesan; 1 klype Flaksalt; 0.5 dl Olivenolje,https://www.rema.no/oppskrifter/pasta/pasta-med-pesto/
Pizza med fetaost og ruccola,"1 stk Familiepizzabunn, ferdig; 180 gr Ost, revet; 1 boks Pizzasaus; 1 pose Ruccola; 1 pk Fetaost, med soltørket tomat; 1 glass Oliven",https://www.rema.no/oppskrifter/pizza/pizza-med-fetaost-og-ruccola/
Focaccia,0.5 pose Tørrgjær; 500 gr Hvetemel eller pizzamel; 1 ts Sukker; 1 ts Salt; 4 dl Lunkent vann; 6 ss Olivenolje,https://www.rema.no/oppskrifter/bakst/brod-og-rundstykker/focaccia/
Vegetarlasagne med sopp,"8 stk Lasagneplater; 1 dl Revet mozzarella; 2 Knuste tomater; 2 Stangselleri; 1 stk Gulrot; 2 fedd Hvitløk; 1 stk Stor gul løk; 1 ts Oregano; 1 klype Salt og pepper; 2 ss Olivenolje; 4 dl Helmelk; 0.3 ts Malt muskat; 1 dl Revet parmesan; 2 ss Hvetemel; 1 ss Smør; 1 ts Salt; 0.5 ts Kvernet pepper; 500 gr Sjampinjong; 1 pose Spinat; 2 fedd Hvitløk; 1 ss Fersk timian, hakket; 1 stk Squash; 1 klype Salt og pepper; 2 ss Smør; 2 ss Olivenolje",https://www.rema.no/oppskrifter/vegetar/vegetarlasagne-med-sopp/
Linsesuppe med kikerter,4 stk Gul løk; 2 fedd Hvitløk; 2 kartong Kokte linser i pakke; 2 terning Grønnsaksbuljong; 2 dl Kokosmelk; 1 stk Lime; 1 neve Koriander; 1 ss Karri; 2 ss Solsikkeolje; 8 dl Vann; 1 klype Salt; 1 klype Pepper; 2 kartong Kokte kikerter; 2 ss Olivenolje; 1 ss Timian; 2 fedd Hvitløk; 1 stk Chili; 0.5 ts Salt,https://www.rema.no/oppskrifter/gronnsaker/linsesuppe-med-kikerter/
Lammegryte med potetpuré,"800 gr Lammekjøtt uten ben  (Stek eller bogkjøtt); 2 ss Tomatpuré; 6 fedd Hvitløk; 2 dl Løk, hakket; 2 ss Timian, hakket; 2 ss Rosmarin, hakket; 400 gr Persillerøtter; 400 gr Squash; 2 ss Solsikkeolje; 2 ts Salt; 1 klype Kvernet sort pepper; 4 dl Vann; 1 dl Olivenolje; 500 gr Mandelpoteter; 2 dl Melk; 3 fedd Hvitløk; 2 dl Persille, hakket; 20 gr Smør",https://www.rema.no/oppskrifter/lam-og-farekjott/lammestek/lammegryte-med-potetpure/
Lapskaus med pølse,750 gr Lapskausblanding grovkuttet; 2 stk Kjøttpølse; 7 dl Buljong (kjøtt eller grønnsaksbuljong); 1 klype Salt og pepper; 2 ss Bladpersille (finhakket); 1 ss Maizena; 3 ss Kaldt vann,https://www.rema.no/oppskrifter/svin/polser/lapskaus-med-polse/
"Hvitløksbrød med ost, skinke og pesto",1 stk Stort landbrød; 300 gr Ost i skiver; 200 gr Skinke i skiver; 2 fedd Hvitløk; 4 ss Pesto; 100 gr Smør,https://www.rema.no/oppskrifter/korn/hvitloksbrod-med-ost-skinke-og-pesto/
Koriander- og myntesaus,"1 potte Mynteblader, finhakket bunt; 3 ss Koriander, finhakket; 3 ts Korianderfrø; 2 ts Sitronskall; 1 dl Vann; 2 ss Sukker",https://www.rema.no/oppskrifter/saus-dressing-og-dipp/saus/koriander-og-myntesaus/
"Salat med bringebær, fetaost og nektarin",1 pose Baby Leaf-salat; 1 kurv Bringebær; 1 stk Fetaost; 4 stk Nektariner; 4 ss Olivenolje; 2 ss Limesaft; 1 klype Salt; 1 klype Pepper; 1 ss Flytende Honning,https://www.rema.no/oppskrifter/frukt/salat-med-bringebar-fetaost-og-nektarin/
Pizza på grillen,"20 gr Gjær; 465 gr Finbakstmel; 3 dl Lunkent vann  (37 grader); 1 ts Salt; 0.5 dl Olivenolje; 2 ss Olivenolje; 1 stk Løk, finhakket; 3 fedd Hvitløk, finhakket; 2 ss Olje til steking; 1 ts Timian; 1 ss Oregano; 1 ss Basilikum; 1 boks Hakkede tomater; 1 ss Sukker; 1 ts Salt; 1 klype Pepper; 300 gr Ost, revet; 200 gr Valgfri topping (som pepperoni, salami, chorizo, skinke, oliven eller grønnsaker)",https://www.rema.no/oppskrifter/pizza/pizza-pa-grillen/
Pavlova med hvit sjokoladekrem,"5 stk Egg, hviter; 125 gr Sukker; 100 gr Melis; 3 dl Kremfløte; 100 gr Hvit sjokolade; 1 boks Bringebær; 1 boks Jordbær; 1 pose Moreller",https://www.rema.no/oppskrifter/dessert-og-bakst/frukt-og-baer/pavlova-med-hvit-sjokoladekrem/
Boeuf Bourguignon,800 gr Storfekjøtt  (høyrygg eller bog u/bein); 1 stk Laurbærblad; 1 ts Tørket timian; 10 stk Sjalottløk; 2 stk Gulrøtter; 200 gr Fersk sjampinjong; 150 gr Bacon i terninger; 1 neve Frisk timian; 2 ss Smør; 1 terning 3 dl kjøttkraft eller vann + 1 stk. buljongterning; 1 klype Salt; 1 klype Pepper; 4 dl Rødvin  (eller vann),https://www.rema.no/oppskrifter/biff/ytrefilet/boeuf-bourguignon/
Hjemmelaget aioli,4 fedd Hvitløk; 2 dl Nøytral olje; 1 stk Egg; 1 klype Salt og pepper; 1 ss Sitronsaft,https://www.rema.no/oppskrifter/saus-dressing-og-dipp/hjemmelaget-aioli/
Grove rundstykker,"3 dl Helmelk; 25 gr Fersk gjær; 120 gr Havregryn; 50 gr Gresskarkjerner eller blandede kjerner; 3 dl Vann; 2 ts Salt; 4 ss Olje; 1 ss Sukker; 240 gr Sammalt mel, grovt; 575 gr Hvetemel",https://www.rema.no/oppskrifter/bakst/brod-og-rundstykker/grove-rundstykker/
Spicy guacamole,2 stk Moden avokado; 0.5 stk Lime; 1 stk Sjalottløk; 1 fedd Hvitløk; 0.5 stk Rød chili; 1 ss Finhakket hermetisk jalapeño-chili; 1 neve Frisk koriander; 1 klype Salt,https://www.rema.no/oppskrifter/saus-dressing-og-dipp/dipp/spicy-guacamole/
Grillspyd med villreker og mango,"400 gr Rå scampi uten skall (frosne), eller villreker; 4 ss Extra Virgin Olivenolje REMA 1000; 1 dl Sweet chili saus; 4 ss Sesamfrø; 1 dl Søt chilisaus; 1 stk Rød chili, finhakket; 1 fedd Hvitløk, finhakket; 1 ss Ingefær, finrevet; 0.5 stk Lime, saft; 1 stk Mango; 1 pose Spinat; 1 pose Sukkererter; 1 stk Rød paprika; 0.5 stk Agurk; 1 stk Rødløk; 1 potte Koriander",https://www.rema.no/oppskrifter/skalldyr/reker/grillspyd-med-villreker/
Mangosalat med syltet rødløk,1 stk Mango; 1 stk Agurk; 1 dl Peanøtter (ristede); 1 stk Rødløk; 1 stk Isbergsalat; 1 stk Rød spisspaprika; 1 stk Lime; 0.5 ts Salt; 2 ss Olivenolje; 1 neve Frisk koriander,https://www.rema.no/oppskrifter/frukt/mangosalat-med-syltet-rodlok/
Tur-banan,4 Bananer; 1 neve Karamellfudge; 50 gr Sjokolade,https://www.rema.no/oppskrifter/frukt/tur-banan/
Fruktkake med pære og banan,"2 stk Bananer; 2 stk Pære; 10 gr Smør; 100 gr Sukker; 3 stk Egg; 1 dl Kulturmelk, yoghurt, kefir eller H-melk; 1 ss Fersk ingefær, finrevet; 200 gr Sukker; 300 gr Hvetemel; 1 ts Bakepulver; 1 ts Kanel; 150 gr Smør, smeltet; 1 klype Salt; 1 Pisket krem eller iskrem",https://www.rema.no/oppskrifter/bakst/kaker/fruktkake-med-pare-og-banan/
Enkel epledessert med mandler,"0.25 pk Sukkerbrød; 1.25 dl Eplemost; 1 ts Kanel, malt; 2 stk Epler (f.eks Gravenstein, Aroma eller Åkerø); 1 dl Seterrømme eller Crème Fraîche; 1 ss Sukker; 1 stk Go´ Morgen vaniljeyoghurt med ristede mandler",https://www.rema.no/oppskrifter/frukt/enkel-epledessert-med-mandler/
Eplesyltede beter med fenalår,1 kg Rødbeter (evt andre beter); 3 dl Vann; 2 ts Salt; 3 dl Eplemost; 1 ss Honning; 2 dl Revet parmesan; 200 gr Spekeskinke eller fenalår; 1.5 dl Rømme; 1 pk Ruccula,https://www.rema.no/oppskrifter/lam-og-farekjott/eplesyltede-beter-med-fenalar/
Eplemonster,2 stk Grønne epler; 3 stk Jordbær; 4 ss Peanøttsmør; 0.5 dl Solsikkekjerner; 1 stk Sitron; 250 gr Melis; 1 stk Eggehvite,https://www.rema.no/oppskrifter/frukt/eplemonster/
Kjøleskapsgrøt med eple og kanel,5 dl Lettkokte havregryn; 3 dl Melk; 3 dl Yoghurt naturell; 2 ss Honning; 1 ts Kanel; 2 stk Epler,https://www.rema.no/oppskrifter/grot/kjoleskapsgrot-med-eple-og-kanel/
Eplekake med krokankaramell,"3 stk Egg; 1 dl Kefir; 4 stk Epler; 200 gr Mandler; 200 gr Hasselnøtter; 180 gr Sukker; 180 gr Smør  (terninger, romtemperert); 180 gr Hvetemel; 1 ts Bakepulver; 1 ts Kanel; 300 gr Sukker; 1 ss Smør",https://www.rema.no/oppskrifter/bakst/kaker/eplekake-med-krokankaramell/
Tunfiskrøre med eple og karri,"1 stk Baguetter; 0.5 Boks tunfisk  (i vann eller olje); 2 ss Crème fraîche; 1 ss Majones; 0.5 ts Dijonsennep; 0.3 ts Karripulver; 1 ss Sjalottløk, finhakket; 1 ts Sitronsaft; 0.3 stk Grønt eple, finhakket; 1 stk Agurk; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/grillmat/fisk/tunfiskrore-med-eple-og-karri/
Skreifrikassé i eple- og gressløksaus,"800 gr Skreifilet eller torskefilet uten skinn; 2 dl Eplemost; 2 ss Sitronsaft; 1 stk Løk, hakket; 1 stk Grønt eple, i terninger; 2 dl Fløte; 1 ss Maisstivelse; 1 potte Gressløk; 1 ts Salt; 1 klype Kvernet sort pepper; 2 stk Gulrøtter; 1 pose Sukkererter; 2 stk Persillerøtter; 1 ts Salt",https://www.rema.no/oppskrifter/fisk/torsk/skreifrikasse-i-eple-og-gressloksaus/
Epletoddy med tørkede epleskiver,1 l Eplejuice; 1 stk Kanelstang; 1 stk Nellik; 1 stk Stjernanis  (kan sløyfes); 2 Kvister rosmarin; 2 stk Epler; 2 klype Rosiner,https://www.rema.no/oppskrifter/drikke/varme-drikker/epletoddy-med-torkede-epleskiver/
Eple- og ingefærchutney,1 kg Epler; 1 stk Løk; 2 ts Malt spisskummen; 3 ts Revet ingefær; 1 stk Rød chili; 1 ts Paprikapulver; 2 ss Vegetabilsk olje; 1 ts Kanel; 190 gr Brunt sukker; 4 ss Eplecidereddik; 1 klype Salt,https://www.rema.no/oppskrifter/frukt/eple-og-ingefarchutney/
Couscoussalat med mango og plomme,2 fedd Hvitløk; 1 ss Chili  (hakket); 1 ss Ingefær  (revet); 150 gr Couscous; 1 stk Mango; 3 stk Plommer; 1 dl Mandler; 2 ss Olivenolje; 1 ss Solsikkeolje; 3 dl Vann; 1 klype Salt; 1 klype Pepper; 0.5 potte Mynte eller sitronmelisse (eller en blanding).; 2 dl Olivenolje; 0.5 stk Sitron  (saften og revet skall); 1 klype Salt; 1 klype Pepper,https://www.rema.no/oppskrifter/frukt/couscoussalat-med-mango/
Bruschetta med jordbær,1 stk Baguette; 10 skive Spekeskinke; 10 stk Jordbær; 3 ts Pesto; 4 ss Crème Fraîche,https://www.rema.no/oppskrifter/frukt/bruschetta-med-jordbaer/
Varm chevresalat med jordbær,"1 stk Chevre, (180 gram); 1 stk Baguette; 1 pk Asparges; 1 kurv Jordbær; 1 pose Ruccolasalat; 10 stk Valnøtter; 2 ss Hvitvinseddik; 1 ts Honning; 0.5 dl Olivenolje; 1 ts Timian finhakket; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/salat/varm-chevresalat-med-jordbaer/
Smoothie-is med mango og jordbær,3 stk Mango; 2 stk Lime; 2 stk Pasjonsfrukt; 12 stk Jordbær; 1 ss Flytende honning (eventuelt lys sirup/sukkerlake),https://www.rema.no/oppskrifter/dessert-og-bakst/is-og-sorbet/smoothie-is-med-mango/
"Punsj med te, jordbær og nektarin",2 stk Nektarin; 2 stk Lime; 1 stk Sitron; 1 kurv Jordbær; 1 l Sprite; 0.5 Strawberry & Mango-te Infuso fra Twinings; 1 neve Mynteblader eller sitronmelisse til pynt; 2 l Vann; 500 gr Isbiter,https://www.rema.no/oppskrifter/drikke/kalde-drikker/punsj-med-te-jordbar-og-nektarin/
Iste med vannmelon,6 dl Sort te; 6 stk Lime; 400 gr Vannmelon  (uten skall); 2 dl Sukker; 1 neve Isbiter,https://www.rema.no/oppskrifter/drikke/kalde-drikker/vannmelonslush/
Caprese med vannmelon og mozzarella,"1 Vannmelon; 2 pk Mozzarella; 12 stk Basilikum, blader; 1 ss Balsamicoeddik; 4 ss Extra virgin olivenolje; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/salat/caprese-med-vannmelon-og-mozarella/
Melonsalat med spekeskinke og feta,"0.5 stk Vannmelon; 0.5 stk Honningmelon; 0.5 stk Agurk; 1 stk Fetaost, blokk; 12 stk Cherrytomater; 12 skive Spekeskinke; 1 neve Mynteblader; 1 klype Salt og pepper; 1 ts Flytende honning; 1 ts Sitronsaft; 3 ss Olivenolje",https://www.rema.no/oppskrifter/frukt/melonsalat-med-spekeskinke-og-feta/
Bringebær- og vannmelonsoda,2 skive Vannmelon; 0.3 pose Frosne bringebær; 1 glass Isbiter; 0.5 stk Lime; 1 dl Taffel boblevann,https://www.rema.no/oppskrifter/drikke/kalde-drikker/bringebar-og-vannmelonsoda/
Boller med sjokolade og appelsin,"0.5 pk Fersk gjær; 2 ts Malt kardemomme; 2 dl Melk; 500 gr Hvetemel; 50 gr Sukker; 1 ts Salt; 100 gr Smør, smeltet; 2 stk 1 egg + 1 egg til pensling; 125 gr Sukker; 200 gr Smør, mykt; 1 klype Salt; 1 ss Finrevet appelsinskall; 50 gr sjokolade, hakket; 50 gr Hakkede valnøtter; 125 gr Kremost, romtemperert; 1 ss Smør; 75 gr Melis; 2 ss Appelsinjuice; 1 ss Appelsinskall, finrevet; 30 gr Valnøtter, hakket; 30 gr Kokesjokolade, hakket; 2 ts Appelsinzest",https://www.rema.no/oppskrifter/bakst/boller/boller-med-sjokolade-og-appelsin/
Asiatisk appelsinkylling,800 gr Kyllingbryst; 1 dl Maizena; 2 stk Egg; 4 dl Appelsinjuice; 2 ss Soyasaus; 2 fedd Hvitløk; 1 stk Rød chili; 1 ss Ingefær; 1 ss Maizena; 3 ss Fersk koriander; 2 stk Vårløk; 2 ss Sesamfrø; 1 stk Appelsin; 1 pose Ris  (til servering); 1 dl Hvetemel; 1 ts Flaksalt; 2 dl Solsikkeolje; 4 ss Sukker; 2 ss Eplecidereddik,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/asiatisk-appelsinkylling/
Sashimisalat med appelsin,"600 gr Laks av sushikvalitet  (Fiskeriet, Lofoten eller Salma); 2 stk Appelsiner; 0.5 dl Soyasaus; 1 ss Sesamolje; 1 ts Hvitløk, finrevet; 1 ss Ingefær, finrevet; 1 ts Rød chili, finhakket; 1 neve Frisk koriander; 4 ss Sesamfrø; 1 stk Lime; 1 pose Grønnsaksris; 2 Vårløk",https://www.rema.no/oppskrifter/fisk/laks/sashimisalat-med-appelsin/
Couscoussalat med appelsin og feta,"4 stk Appelsiner; 8 stk Dadler, grovhakket; 1 stk Hjertesalat eller 0,5 isbergsalat; 60 gr Pistasjnøtter, grovhakket; 1 neve Frisk mynte; 2 dl Couscous  (tilbered som anvist på pakken); 0.5 stk Agurk, skåret i halvmåner; 0.5 Fetaost; 8 skive Spekeskinke; 1 klype Salt og pepper; 2 ss Flytende honning; 1 ts Dijonsennep; 2 ss Sitronsaft; 4 ss Olivenolje; 1 klype Salt og pepper",https://www.rema.no/oppskrifter/korn/couscoussalat-med-appelsin-og-feta/
Kylling i appelsinsaus og hasselback,4 stk Kyllingbryst; 6 stk Appelsiner; 3 dl Kyllingkraft; 0.5 potte Basilikum; 1 ss Maizena + 2 ss vann; 2 ss Olje til steking; 1 klype Salt og pepper; 50 gr Smør i terninger; 8 stk Medium store poteter; 3 ss Olje; 1 klype Salt og pepper,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/kylling-i-appelsinsaus-og-hasselback/
Gulrøtter med honning og appelsin,1 bunt Gulrøtter; 3 stk Appelsiner; 50 gr Smør  (eller god olivenolje); 1 neve Frisk mynte; 1 pose Pinjekjerner; 4 ss Flytende honning; 1 klype Salt; 1 klype Pepper,https://www.rema.no/oppskrifter/gronnsaker/gulrotter-med-honning-og-appelsin/
Saftis med appelsin,2 dl Appelsinjuice; 1 stk Appelsin i terninger; 2 dl Vann; 1 dl Sukker,https://www.rema.no/oppskrifter/dessert-og-bakst/is-og-sorbet/saftis-med-appelsin/
Appelsinkake,160 gr Sukker; 110 gr Smør; 8 stk Eggeplommer og eggehviter; 1 stk Finrevet skall fra 1 appelsin; 2 stk Saften fra 2 appelsiner; 270 gr Hvetemel; 1.2 dl Nøytral olje; 0.3 ts Salt; 110 gr Smør; 200 gr Nøytral kremost; 200 gr Melis; 1 ss Finrevet appelsinskall,https://www.rema.no/oppskrifter/bakst/kaker/appelsinkake/
Hjemmelaget vaniljeis,"5 stk Eggeplommer; 2 stk Vaniljestenger, kun frøene; 4 dl Kremfløte; 1 dl Sukker; 0.5 dl Vann",https://www.rema.no/oppskrifter/dessert-og-bakst/is-og-sorbet/hjemmelaget-vaniljeis/
Green Goddess salat,1 stk Egg; 1 ts Dijonsennep; 1 ss Sitronsaft; 2 dl Solsikkeolje; 1 klype Flaksalt; 1 potte Bladpersille; 1 potte Gressløk; 1 pose Babyspinat; 1 fedd Hvitløk (finhakket); 2 dl Yoghurt Naturell; 1 klype Pepper; 1 stk Agurk; 1 stk Grønn paprika; 1 stk Brokkoli; 1 bunt Vårløk; 1 dl Gresskarkjerner,https://www.rema.no/oppskrifter/salat/green-goddess-salat/
Tortilla wrap,1 stk Tortilla; 2 ss Salsa eller pesto; 2 stk Tomatskiver; 2 skive Skinke; 1 neve Revet ost,https://www.rema.no/oppskrifter/ost/tiktok-trend-tortilla-wrap/
Enkle kanelboller,"4.5 dl Helmelk; 0.5 pk Fersk gjær; 1.5 ts Kardemomme; 1 kg Hvetemel; 150 gr Meierismør; 1 klype Salt; 150 gr Sukker; 1 stk Egg, til pensling; 150 gr Meierismør  (romtemperert); 2 dl Sukker; 3 ss Malt kanel",https://www.rema.no/oppskrifter/bakst/boller/enkle-kanelboller/
Grønnsaksgryte med kikerter og urter,200 gr Sellerirot; 500 gr Potet; 300 gr Gulrot; 2 fedd Hvitløk; 1 stk Løk; 2 boks Kikerter; 1 boks Knuste tomater; 3 stang Fersk timian; 3 stk Laurbærblad; 5 dl Grønnsaksbuljong; 2 ss Salt; 1 ts Knust pepper; 3 ss Olivenolje,https://www.rema.no/oppskrifter/gronnsaker/gronnsaksgryte-med-kikerter-og-urter/
Indisk linsegryte med grønnsaker,"1 stk Løk; 6 stk Gulrøtter; 1 stk Stor potet; 2 stk Laurbærblad; 2 stk Store tomater; 2 boks Røde, økologiske linser; 1 boks Kokte kikerter; 1 ss Malt paprika / evt. malt chili; 1 ts Malt spisskummen; 1 ss Garam Masala; 1 ss Fersk ingefær; 2 fedd Hvitløk; 1 boks Kokosmelk; 3 ss Nøytral olje; 1 klype Salt og pepper; 2 ss Flytende honning eller agavesirup; 3 ss Smør; 2 ss Frisk koriander; 1 stk Agurk; 1 dl Yoghurt naturell; 0.3 ss Malt spisskummen; 1 ts Sitronsaft; 1 ts Flaksalt; 1 ts Sukker",https://www.rema.no/oppskrifter/gronnsaker/indisk-linsegryte-med-gronnsaker/
Kjøttgryte med grønnsaker,"800 gr Oksehøyrygg; 4 stk Gulrøtter; 100 gr Sellerirot; 1 stk Squash; 1 stk Løk; 5 fedd Hvitløk; 2 kvist Rosmarin, tørket; 2 stk Laurbærblad; 4 dl Kjøttkraft; 1 boks Hakkede tomater; 1 klype Salt og pepper; 2 ss Olje  til steking",https://www.rema.no/oppskrifter/gronnsaker/kjottgryte-med-gronnsaker/
Rask kyllingsuppe med ostetortillas,600 gr Kyllingfilet i strimler; 1 Kyllingsuppe; 1 Tortillalefser; 1 Wokmiks  (fersk); 1 pose Revet ost,https://www.rema.no/oppskrifter/kylling-og-hons/kyllingfilet/rask-kyllingsuppe-med-ostetortillas/
